batch	line	reported_source	evidence_url
batch_0106	28995	The Changed Man: Short Fiction of Orson Scott Card (1992), p. 198	https://libquotes.com/orson-scott-card/quotes/live - Lib Quotes cites the line to The Changed Man (1992), p. 198
batch_0108	29680	Interview with The Guardian, 'Paulo Coelho on Jesus, Twitter and the difference between defeat and failure' (17 March 2013)	https://www.azquotes.com/author/3041-Paulo_Coelho/tag/mountain - search identifies the quote as coming from the Guardian interview of 17 March 2013 (article named by title and date; the Guardian page itself was not returned)
batch_0108	29792	The Life of Thomas More (1998), ch. 1	https://www.goodreads.com/book/show/67732 - book record for Ackroyd's The Life of Thomas More; the second search confirmed the passage about John More noting the birth on a blank page of Geoffrey of Monmouth's Historia Regum Britanniae as the biography's opening
batch_0108	29794	The Life of Thomas More (1998), final chapter	https://www.goodreads.com/book/show/67732 - book record; the second search confirmed the passage 'His head was boiled, impaled upon a pole... the first English layman to be beatified as a martyr' as the closing of Ackroyd's biography
batch_0109	30373	Homily at Mass on the Capitol Mall, Washington, D.C. (7 October 1979)	https://libquotes.com/pope-john-paul-ii - search identifies the quote as from the 7 October 1979 Capitol Mall homily in Washington; text on vatican.va
batch_0110	30448	Panorama interview with Martin Bashir, BBC (20 November 1995)	https://www.goodreads.com/quotes/505819-i-think-the-biggest-disease-the-world-suffers-from-in - shortened form of the Panorama line 'I'm not a political animal but I think the biggest disease this world suffers from in this day and age is the disease of people feeling unloved'
batch_0110	30462	Panorama interview with Martin Bashir, BBC (20 November 1995)	https://www.azquotes.com/quote/751334 - search summary gives the fuller 1995 BBC interview wording ('I think when I came into marriage -- especially when you've had divorced parents like myself... you don't want to fall back into a pattern')
batch_0110	30672	Interview with Ken P., IGN (25 May 2004)	https://www.azquotes.com/author/815-Ralph_Bakshi - search summary reproduces the Wikiquote citation: interview with Ken P. on IGN, 25 May 2004
batch_0110	30674	Interview with Ken P., IGN (25 May 2004)	https://www.azquotes.com/author/815-Ralph_Bakshi/tag/film - search summary reproduces the Wikiquote citation: interview with Ken P. on ign.com, 25 May 2004
batch_0110	30676	Interview with Ken P., IGN (25 May 2004)	https://www.azquotes.com/author/815-Ralph_Bakshi/tag/animation - search summary reproduces the Wikiquote citation: interview with Ken P. on ign.com, 25 May 2004
batch_0110	30679	Interview with Ken P., IGN (25 May 2004)	https://www.azquotes.com/author/815-Ralph_Bakshi/tag/film - search summary reproduces the Wikiquote citation: interview with Ken P. on ign.com, 25 May 2004
batch_0110	30873	Interview with Evan Jacobs, MovieWeb (8 January 2007)	https://www.azquotes.com/author/7276-Randy_Jackson - search summary reproduces the Wikiquote citation: interview with Evan Jacobs on movieweb.com, 8 January 2007, about American Idol
batch_0110	30879	Interview with Evan Jacobs, MovieWeb (8 January 2007)	https://www.azquotes.com/author/7276-Randy_Jackson - search summary reproduces the Wikiquote citation: MovieWeb interview, 8 January 2007
batch_0110	30891	Interview with Evan Jacobs, 'Randy Jackson Sings About American Idol', MovieWeb (8 January 2007)	https://www.azquotes.com/quote/1311574 - search summary reproduces the Wikiquote citation: interview 'Randy Jackson Sings About American Idol' with Evan Jacobs on movieweb.com
batch_0110	30892	Interview with Evan Jacobs, 'Randy Jackson Sings About American Idol', MovieWeb (8 January 2007)	https://www.azquotes.com/author/7276-Randy_Jackson - search summary reproduces the Wikiquote citation: MovieWeb interview with Evan Jacobs, 8 January 2007
batch_0110	30894	Interview with Evan Jacobs, 'Randy Jackson Sings About American Idol', MovieWeb (8 January 2007)	https://www.azquotes.com/author/7276-Randy_Jackson - search summary reproduces the Wikiquote citation: MovieWeb interview with Evan Jacobs, 8 January 2007
batch_0110	30897	'Randy Jackson: What I've Learned', interview by Cal Fussman, Esquire (15 December 2011)	https://quotefancy.com/quote/1253525/Randy-Jackson-If-you-can-turn-your-wants-into-your-needs-you-can-do-anything - search summary reports the line is from Cal Fussman's Esquire 'What I've Learned' interview, 15 December 2011
batch_0110	30918	Remarks at BookExpo America, Los Angeles (May 2008)	https://quotepark.com/quotes/1395963-ray-bradbury-a-book-has-got-smell-a-new-book-smells-great-an/ - search summary reproduces the Wikiquote-style citation: reported at BookExpo America, Los Angeles, May 2008
batch_0111	31092	The Irony of American History (1952), ch. 3	https://www.goodreads.com/quotes/267267-forgiveness-is-the-final-form-of-love - search summary identifies the fuller passage 'we are saved by the final form of love which is forgiveness' from Niebuhr's Irony of American History; the short form is a compression of it
batch_0112	31231	'Why I want all our children to read the King James Bible', The Guardian (19 May 2012)	https://www.azquotes.com/quote/554487 - search summary identifies the Guardian article of 19 May 2012 (aggregator link; the article is the original periodical)
batch_0112b	31474	Boy: Tales of Childhood (1984), 'Homesickness'	https://quotefancy.com/quote/900239/Roald-Dahl-Unless-you-have-been-to-boarding-school-when-you-are-very-young-it-is - aggregator; search context gives Boy p. 98 with the following 'Bristol Channel' sentence from the St Peter's homesickness chapter
batch_0112b	31478	Boy: Tales of Childhood (1984), 'Goodbye school'	https://www.goodreads.com/quotes/10307273-nobody-gets-a-nervous-breakdown-or-a-heart-attack-from - cites Boy p. 152; the line sits in the same final-chapter passage that Wikiquote sources to Boy (1984)
batch_0113	31802	'The Limitations of Toleration' (8 May 1888), in The Works of Robert G. Ingersoll, vol. VII	https://libquotes.com/robert-g-ingersoll/quote/lbn3h4e - Lib Quotes sourced entry citing 'The Limitations of Toleration' (8 May 1888), Works vol. VII
batch_0114	32168	It's Not Easy Bein' Me: A Lifetime of No Respect but Plenty of Sex and Drugs (2004)	https://www.goodreads.com/work/quotes/130818-it-s-not-easy-bein-me-a-lifetime-of-no-respect-but-plenty-of-sex-and-d - Goodreads lists the joke among quotes from the memoir It's Not Easy Bein' Me
batch_0114	32213	Interview in the Daily Mail, article by Ben Todd (1 July 2011)	https://www.azquotes.com/author/3599-Roger_Daltrey?p=2 - AZQuotes entry attributes the line to a Daily Mail article by Ben Todd, 1 July 2011, in which Daltrey discussed British politics
batch_0116	32819	Epistle to the Romans (c. 107), ch. 3	https://www.azquotes.com/quote/1333920 - aggregators attribute it to Ignatius of Antioch (not Loyola); the search surfaced the standard translation 'It is not that I want merely to be called a Christian, but actually to be one', which is Romans 3:2 of Ignatius of Antioch's letters
batch_0116	32882	Diary of a Genius (1964), p. 95 (Hutchinson 1990 ed.)	https://quotepark.com/quotes/1153412-salvador-dali-we-are-all-hungry-and-thirsty-for-concrete-images/ - Wikiquote-derived entry cites The Diary of a Genius (1952-63), 1964; London: Hutchinson, 1990, p. 95
batch_0116	32887	Dalí by Dalí (1970)	https://quotepark.com/quotes/795477-salvador-dali-take-me-i-am-the-drug-take-me-i-am-hallucinogen/ - Wikiquote-derived entry cites Dali by Dali (1970) as given in Bartlett's Familiar Quotations (2012), and an interview with Michael Delon reprinted in New Surrealism (1992)
batch_0116	32946	Interview with Steven Hyden, The A.V. Club (5 April 2011)	https://www.azquotes.com/author/6075-Sammy_Hagar/tag/van-halen - search result cites the line to Steven Hyden's A.V. Club interview of 5 April 2011 (published around Hagar's memoir Red); the interview is a real A.V. Club feature
batch_0116	32953	Interview with Steven Hyden, The A.V. Club (5 April 2011)	https://www.azquotes.com/author/6075-Sammy_Hagar/tag/heart - search result cites the line to Steven Hyden's A.V. Club interview of 5 April 2011
batch_0116	33336	Dilbert comic strip (23 June 1995)	https://www.azquotes.com/author/101-Scott_Adams/tag/stupidity - search result cites the line to the Dilbert strip of 23 June 1995 (Dogbert's remark); the dated strip is a checkable primary source
batch_0119	34488	Journals (1847)	https://libquotes.com/s%C3%B8ren-kierkegaard/quote/lbr0p7l - Lib Quotes sourced entry; search result gives it as a journal entry of 1847
batch_0119	34490	Either/Or (1843), Part I, 'Diapsalmata'	https://libquotes.com/s%C3%B8ren-kierkegaard/quote/lbx0h0u - Lib Quotes sourced entry; search result identifies the line as from Either/Or
batch_0121	35017	Interview with Gary Wolf, 'Steve Jobs: The Next Insanely Great Thing', Wired (February 1996)	https://www.goodreads.com/quotes/466384-things-don-t-have-to-change-the-world-to-be-important - search results identify the Wired interview of 1 Feb 1996 by Gary Wolf as the origin
batch_0121	35022	Interview with BusinessWeek (1998)	https://www.goodreads.com/quotes/915331-that-s-been-one-of-my-mantras-focus-and-simplicity - search results identify a 1998 BusinessWeek interview as the origin
batch_0121	35079	Interview with Graham Hartmann, 'Steven Adler Talks Guns N' Roses Rock Hall Induction, New Project, Drug Use + More', Loudwire (5 April 2012)	https://www.brainyquote.com/quotes/steven_adler_419228 - search results trace the quote to the Loudwire interview by Graham Hartmann, 5 April 2012
batch_0121	35087	Interview 'Steven Adler on a Guns N' Roses Hall of Fame Reunion', Rolling Stone (7 December 2011)	https://www.brainyquote.com/quotes/steven_adler_419230 - search results trace the quote to the Rolling Stone interview of 7 Dec 2011
batch_0122	35353	Raja Yoga (1896)	https://www.goodreads.com/work/quotes/1160012-the-complete-works-of-swami-vivekananda-v-1 - quote listed under Complete Works vol. 1 (which contains Raja Yoga); search result identifies the work as 'Vedanta Philosophy: Lectures by the Swami Vivekananda on Raja Yoga' (1896)
batch_0122	35458	The Elder Statesman (1959)	https://libquotes.com/t-s-eliot/quote/lbp2e9k - gives the surrounding dialogue ('I love you to the limits of speech, and beyond') from The Elder Statesman; search result cites The Complete Poems and Plays (Faber, 2011) p. 574
batch_0123	35790	'Ideas for modern living: virtue', The Guardian/The Observer (11 September 2010)	https://www.brainyquote.com/authors/terry-eagleton-quotes - search identified the essay 'Ideas for modern living: virtue' in the Guardian/Observer, 11 September 2010, as the source of the passage
batch_0126	37006	'Only God Can Judge Me', All Eyez on Me (1996)	https://www.goodreads.com/quotes/301628-is-it-a-crime-to-fight-for-what-is-mine - search result identifies the line as a lyric from 'Only God Can Judge Me' on All Eyez on Me (1996); confirmed only via aggregator-level pages
batch_0130	38251	Interview with Steve Rose, The Guardian (4 July 2012), 'Willem Dafoe: You do your best work when you're scared'	https://www.goodreads.com/author/quotes/2124102.Willem_Dafoe - aggregator listing the quote
batch_0130	38255	Interview with Jonathan Romney, The Guardian (8 November 1998)	https://www.azquotes.com/quote/886446 - aggregator; search summary reports the quote is from Jonathan Romney's Guardian interview of 8 Nov 1998 (matches Wikiquote-style citation)
batch_0130	38263	Interview with Stuart Jeffries, The Guardian (16 June 2013)	https://www.azquotes.com/author/3575-Willem_Dafoe/tag/challenges - aggregator; search summary reports the quote is from Stuart Jeffries's Guardian interview of 16 June 2013
batch_0130	38267	Interview with Steve Rose, The Guardian (4 July 2012), 'Willem Dafoe: You do your best work when you're scared'	https://www.brainyquote.com/quotes/willem_dafoe_589261 - aggregator; search summary reports the quote is from Steve Rose's Guardian interview of 4 July 2012
batch_0130	38273	Interview with Stuart Jeffries, The Guardian (16 June 2013)	https://www.brainyquote.com/quotes/willem_dafoe_542246 - aggregator; search summary reports the quote is from Stuart Jeffries's Guardian interview of 16 June 2013
batch_0130	38522	Speech to the Conservative Spring Forum, Harrogate (4 March 2001)	https://www.brainyquote.com/quotes/william_hague_463281 - aggregator; search summary reports the line is from Hague's speech to the Conservative Spring Forum in Harrogate on 4 March 2001 (the same speech cited for row 38525)
batch_0130	38524	Speech to the Conservative Party Conference, Manchester (5 October 2011)	https://www.azquotes.com/author/6087-William_Hague - aggregator; search summary reports the statement was made at the Conservative party conference in Manchester on 5 October 2011
batch_0130	38525	Speech to the Conservative Spring Forum, Harrogate (4 March 2001)	https://www.azquotes.com/quote/120693 - aggregator; search summary reports the passage is from Hague's speech to the Spring Forum in Harrogate
batch_0130	38527	Interview on The Andrew Marr Show, BBC (6 February 2011)	https://www.brainyquote.com/authors/william-hague-quotes - aggregator; search summary reports the remark was made on the BBC Andrew Marr Show on 6 February 2011 while Hague was Foreign Secretary
batch_0130	38533	Speech to the Conservative Spring Forum, Harrogate (4 March 2001)	https://www.azquotes.com/author/6087-William_Hague - aggregator; search summary reports the quote is from Hague's speech to the Spring Forum in Harrogate, 4 March 2001
batch_0132	3683	Real Moments (1994)	https://libquotes.com/barbara-de-angelis/works/real-moments - Lib Quotes lists the line under De Angelis's book Real Moments
batch_0132	3684	Real Moments (1994)	https://libquotes.com/barbara-de-angelis/works/real-moments - Lib Quotes lists the line under De Angelis's book Real Moments
batch_0132	39209	See You at the Top (1975)	https://www.goodreads.com/book/show/161415.See_You_at_the_Top - book page carries the publisher's description stating the book's premise is that you can get everything you want if you help enough other people get what they want
batch_0132	39228	Their Eyes Were Watching God (1937)	https://libquotes.com/zora-neale-hurston/works/their-eyes-were-watching-god - Lib Quotes lists the line under Their Eyes Were Watching God
batch_0132	39231	Tell My Horse: Voodoo and Life in Haiti and Jamaica (1938)	https://libquotes.com/zora-neale-hurston/quote/lbx1r8p - Lib Quotes sources the line to Tell My Horse (1938)
batch_0134	14795	Incidents in the Life of a Slave Girl (1861), ch. 11 'The New Tie to Life'	https://www.brainyquote.com/quotes/harriet_ann_jacobs_284792 - only an aggregator surfaced in search; the sentence is verbatim from the narrative's chapter on the birth of her son
batch_0134	15043	Guideposts (January 1960)	https://www.goodreads.com/author/quotes/45337.Helen_Hayes - search summary and Wikiquote (en.wikiquote.org/wiki/Helen_Hayes) attribute the passage to Guideposts, January 1960; same passage as row 15040
batch_0134	15060	On Reflection: An Autobiography (1968), ch. 14	https://libquotes.com/helen-hayes/quotes/life - sourced-quote listing; the line belongs to the same On Reflection ch. 14 passage ('I am confused by life, and I feel safe within the confines of the theatre') that Wikiquote (en.wikiquote.org/wiki/Helen_Hayes) cites
batch_0136	29588	The Courage to Be (1952), ch. 3	https://www.goodreads.com/work/quotes/1261052-the-courage-to-be - listed among quotations from The Courage to Be ('Neurosis is the way of avoiding nonbeing by avoiding being')
batch_0136	29590	The Courage to Be (1952), ch. 2	https://www.goodreads.com/work/quotes/1261052-the-courage-to-be - from The Courage to Be: 'But within these limits he is asked to make of himself what he is supposed to become, to fulfill his destiny' (discussion of man as finite freedom)
batch_0139	15075	Ramona (1884)	https://libquotes.com/helen-hunt-jackson/works/ramona - traced to Jackson's novel Ramona
batch_0142	7470	The Huffington Post, interview by Jincey Lumpkin (2012)	https://www.azquotes.com/author/5302-Cindy_Gallop/1000 - search identified the quote as from a 2012 Huffington Post interview with Jincey Lumpkin
batch_0148	20000	Sermon no. 10 on 1 Corinthians	https://en.wikipedia.org/wiki/Portal:Reformed_Christianity/Quotes - Wikipedia's Reformed Christianity quotes portal and libquotes cite this to Calvin's tenth sermon on 1 Corinthians
batch_0149	28702	Heartburn (1983)	https://libquotes.com/nora-ephron/quote/lbu1w2l - traced to Heartburn (1983); the line appears in the novel's passage on pregnancy
batch_0151	3280	Space, Time and Gravitation: An Outline of the General Relativity Theory (1920), concluding chapter	https://libquotes.com/arthur-eddington/works/space,-time-and-gravitation - listed under the work Space, Time and Gravitation; same passage precedes 'strange footprint on the shores of the unknown'
batch_0151	3288	The Nature of the Physical World (1928), ch. XIII	https://libquotes.com/arthur-eddington/quote/lbl9b3k - cited to The Nature of the Physical World, ch. XIII
batch_0151	3291	The Nature of the Physical World (1928)	https://libquotes.com/arthur-eddington/works/the-nature-of-the-physical-world/2 - listed under the work The Nature of the Physical World
batch_0151	10484	Reasons of the Heart (1965)	https://libquotes.com/edward-dahlberg/quote/lbg3z3e - cited to Reasons of the Heart (1965)
batch_0151	10490	Reasons of the Heart (1965)	https://libquotes.com/edward-dahlberg/quote/lbn8b4e - cited to Reasons of the Heart (1965)
batch_0151	10498	Alms for Oblivion: Essays	https://libquotes.com/edward-dahlberg/quote/lbd9o2o - cited to Alms for Oblivion: Essays
batch_0154	38469	An Universal Dictionary of the Marine (1769)	https://libquotes.com/william-falconer - the line is traced to Falconer's Marine Dictionary; https://en.wikipedia.org/wiki/William_Falconer_(poet) confirms he compiled An Universal Dictionary of the Marine
batch_0155	8572	'Living Like an Olympian', Huffington Post (13 August 2012)	https://www.brainyquote.com/authors/david-agus-quotes - search identified the originating piece as Agus's HuffPost article 'Living Like an Olympian' (13 August 2012), which carries the full passage
batch_0156	8919	'Real and Imagined Handicaps of Our Democracy in the Conduct of Its Foreign Relations' (1962), address at the Harry S. Truman Library	https://libquotes.com/dean-acheson/short-quotes - cited to Acheson's 1962 Truman Library address 'Real and Imagined Handicaps of Our Democracy in the Conduct of Its Foreign Relations'
batch_0156	12968	Dialogues Concerning Two New Sciences (1638), First Day; p. 60 in the Crew & de Salvio translation (1914)	https://libquotes.com/galileo-galilei/quote/lbp3x8k - cited to Dialogues Concerning Two New Sciences, First Day, p. 60 (trans. Henry Crew and Alfonso de Salvio, Macmillan, 1914)
batch_0156	13121	The Poetics of Reverie: Childhood, Language, and the Cosmos (1960)	https://libquotes.com/gaston-bachelard/quote/lbl4q9f - cited to The Poetics of Reverie: Childhood, Language, and the Cosmos
batch_0156	13126	The Poetics of Reverie (La poetique de la reverie, 1960)	https://libquotes.com/gaston-bachelard/quote/lbc7s2v - cited to Bachelard's The Poetics of Reverie (1960)
batch_0156	13131	Fragments of a Poetics of Fire (1988)	https://libquotes.com/gaston-bachelard/quote/lbv2q2m - cited to Fragments of a Poetics of Fire (A Retrospective Glance at the Lifework of a Master of Books)
batch_0156	15663	Memory: A Contribution to Experimental Psychology (1885; Eng. trans. 1913)	https://www.azquotes.com/quote/752924 - attributed to Ebbinghaus's Memory: A Contribution to Experimental Psychology; the passage belongs to his methodological discussion in that book (full text at psychclassics.yorku.ca/Ebbinghaus)
batch_0159	2476	The A.V. Club interview by Scott Tobias (7 April 2009)	https://www.azquotes.com/author/34235-Anna_Faris?p=2 and search result attribution - the quote is credited to Scott Tobias's avclub.com interview of 7 April 2009
batch_0160	8619	The Whole Truth (2008), epigraph	https://www.goodreads.com/book/show/2260637.The_Whole_Truth - the line opens the novel The Whole Truth ('Why waste time discovering the truth when you can so easily create it?')
batch_0161	13019	'Bale pantomime pushes English football into the wings', The Guardian (31 August 2013)	https://www.azquotes.com/quote/1203143 - search result identifies the Guardian article by Tim Lewis, 31 Aug 2013, as the origin of the remark.
batch_0161	14700	'Aaron Has Career in Day', Associated Press, The Atlanta Constitution (23 February 1971)	https://www.goodreads.com/quotes/35868 - search result identifies the AP story in The Atlanta Constitution, 23 Feb 1971, reporting Aaron's reply to Jack Nicklaus.
batch_0165	22246	Collider interview by Aubrey Page with the cast of 'Bad Moms' (26 June 2016)	https://www.brainyquote.com/authors/kathryn-hahn-quotes - line traced to Aubrey Page's Collider interview with Hahn, Kunis and Bell about 'Bad Moms', 26 June 2016
batch_0165	22248	MTV News interview, 'Kathryn Hahn on Pinterest, Motherhood, and What It's Like In Jill Soloway's Pussy Womb' (29 July 2016)	https://www.brainyquote.com/quotes/kathryn_hahn_519569 - line traced to the 29 July 2016 MTV interview with Hahn
batch_0166	30179	Festus (1839), sc. 'Another and a Better World'	https://www.goodreads.com/quotes/746618-imagination-is-the-air-of-mind - traced to Festus; https://en.wikiquote.org/wiki/Imagination - Wikiquote sources the line to Bailey's Festus
batch_0168	11047	Wuthering Heights (1847), ch. 9	https://www.goodreads.com/work/quotes/1565818-wuthering-heights - text of Catherine's speech to Nelly in the ch. 9 dream conversation: 'I've dreamt in my life dreams that have stayed with me ever after, and changed my ideas... like wine through water'
batch_0168	11055	Wuthering Heights (1847), ch. 7	https://www.goodreads.com/work/quotes/1565818-wuthering-heights - Nelly's closing remark to Lockwood at the end of ch. 7
batch_0168	14653	Minority Report: H. L. Mencken's Notebooks (1956)	https://libquotes.com/h-l-mencken/quote/lbo5y1x - cited to Minority Report: H. L. Mencken's Notebooks
batch_0168	14654	Minority Report: H. L. Mencken's Notebooks (1956)	https://libquotes.com/h-l-mencken/quote/lbz8g4i - cited to Minority Report: H. L. Mencken's Notebooks
batch_0169	23954	York State Rural Problems (1915)	https://libquotes.com/liberty-hyde-bailey/quote/lbl0g4v - quote recorded with the source 'York State Rural Problems' (1915)
batch_0169	23957	The Nature-Study Idea (1903)	https://libquotes.com/liberty-hyde-bailey/quote/lbv7a3h - quote recorded with the source 'The Nature-study Idea' (ed. 1903)
batch_0169	26063	Science and Health with Key to the Scriptures (1875), p. 57	https://libquotes.com/mary-baker-eddy/quote/lbi3a7w - quote recorded from Science and Health, p. 57
batch_0169	26072	No and Yes (1891), p. 39	https://www.brainyquote.com/quotes/mary_baker_eddy_629360 - search evidence traces the passage to 'No and Yes', p. 39
batch_0169	26296	Reflections on the Failure of Socialism (1955), p. 45	https://libquotes.com/max-eastman/quote/lbb5f0p - quote recorded with source Reflections on the Failure of Socialism (1955), p. 45
batch_0169	26297	Enjoyment of Laughter (1936)	https://www.goodreads.com/author/quotes/107568.Max_Eastman - traced to Eastman's Enjoyment of Laughter (Transaction reprint 2008)
batch_0169	26298	Enjoyment of Laughter (1936), p. 34	https://www.azquotes.com/quote/537704 - fuller passage traced to Enjoyment of Laughter, p. 34 (Transaction Publishers reprint)
batch_0169	26304	The Sense of Humor (1921)	https://libquotes.com/max-eastman - quote recorded with the source 'The Sense of Humor' (1921)
batch_0169	26308	Enjoyment of Laughter (1936), part 3, ch. 4	https://libquotes.com/max-eastman - quote recorded from The Enjoyment of Laughter, part 3, ch. 4
batch_0169	26310	Enjoyment of Laughter (1936), p. 259	https://quotefancy.com/max-eastman-quotes - passage traced to Enjoyment of Laughter, p. 259 (Routledge reprint)
batch_0169	27852	Presidential address to the All-India Muslim League, Lucknow session (1937)	https://libquotes.com/muhammad-ali-jinnah/quote/lbw7w6q - quote recorded from Jinnah's address to the Muslim League Lucknow session, 1937
batch_0170	37418	Man's Search for Meaning (1946), part two ('Logotherapy in a Nutshell')	https://www.goodreads.com/quotes/21406 - the imperative quoted from Man's Search for Meaning, with Frankl's own gloss that it 'invites him to imagine first that the present is past'
batch_0171	9671	'I don't miss running, says Donovan Bailey', Toronto Star (28 November 2011)	https://quotefancy.com/quote/1078374 - quotation page attributing the line to Paul Irish's 28 November 2011 Toronto Star interview 'I don't miss running, says Donovan Bailey'.
batch_0172	19952	Conversing with Cage (1988), ed. Richard Kostelanetz	https://libquotes.com/john-cage/quote/lbg9y1i - sourced quote collection citing Kostelanetz, Conversing with Cage (1988)
batch_0172	19955	'Forerunners of Modern Music' (1949), Tiger's Eye (New York, March 1949); reprinted in Silence: Lectures and Writings (1961)	https://libquotes.com/john-cage/quotes/music - sourced collection giving 'Forerunners of Modern Music', Tiger's Eye (March 1949), repr. in Silence
batch_0172	19961	Silence: Lectures and Writings (1961)	https://libquotes.com/john-cage/quote/lbg1u0w - sourced quote collection citing Silence: Lectures and Writings
batch_0172	19965	Silence: Lectures and Writings (1961), 'Where Are We Going? And What Are We Doing?'	https://libquotes.com/john-cage/quote/lbl7e0m - sourced collection citing 'Where Are We Going? And What Are We Doing?' in Silence (1961)
batch_0172	20342	Swan Song (1928)	https://libquotes.com/john-galsworthy/quote/lbm8s3k - sourced collection gives 'If you do not think about the future, you cannot have one' as Swan Song (1928); the corpus wording ('your future') is a variant
batch_0172	20354	Swan Song (1928)	https://libquotes.com/john-galsworthy/quote/lbm8s3k - sourced collection gives 'If you do not think about the future, you cannot have one' as Swan Song (1928)
batch_0174	34338	Elmer Gantry (1927)	https://libquotes.com/sinclair-lewis/quote/lbw1f8j - libquotes records the line; the longer passage ('It is the rainbow that stands out... the morning and the evening star') is Elmer Gantry's sermon on love in the novel
batch_0174	34346	Dodsworth (1929)	https://www.goodreads.com/work/quotes/1677736-dodsworth - the passage is indexed to the novel Dodsworth, and the continuation ('Four hundred pictures all on a wall...') matches its text
batch_0176	14363	Interview collected in 'Interviews' on the author's site gregegan.net	https://www.brainyquote.com/quotes/greg_egan_281864 - Egan describing his novel Diaspora in interview; the wording is an author interview remark, not a passage from the novel
batch_0177	16396	Philosophiae Naturalis Principia Mathematica (1687), Author's Preface to the Reader	https://www.brainyquote.com/quotes/isaac_newton_378315 - line traced to the Principia preface ('errors are not in the art, but in the artificers'); wording matches Motte's translation of the 1687 preface
batch_0177	17138	Interview with Goodreads (Goodreads News & Interviews)	https://www.goodreads.com/interviews/show/462.James_Dashner - Dashner gives this as his motto in the interview
batch_0180	20559	The Use of Life (1894), ch. 4 'Recreation'	https://libquotes.com/john-lubbock/works/the-use-of-life - the passage is listed among quotations sourced to The Use of Life (1894)
batch_0180	20567	The Pleasures of Life, Part I (1887), ch. 2 'The Happiness of Duty'	https://libquotes.com/john-lubbock/quote/lbg9i7r - Lib Quotes sources the line to The Pleasures of Life, vol. 1 (1887), ch. II
batch_0181	25337	'The Grateful Negro', Popular Tales (1804)	https://libquotes.com/maria-edgeworth - quote cited to 'The Grateful Negro' in Popular Tales (1804)
batch_0181	25340	Castle Rackrent (1800)	https://libquotes.com/maria-edgeworth/works/castle-rackrent - listed among Castle Rackrent quotations (Sir Condy's line)
batch_0181	32069	'The Men That Don't Fit In', The Spell of the Yukon and Other Verses (1907)	https://libquotes.com/robert-service/quote/lbh3j6d - quote cited to 'The Men That Don't Fit In'
batch_0183	2655	'A Q&A with Anthony Daniels (C-3PO), touring with Star Wars: In Concert' (2009), The Seattle Times, 12 October 2009	https://www.azquotes.com/author/38456-Anthony_Daniels - traced to Tom Keogh's Seattle Times Q&A of 12 October 2009 about Star Wars: In Concert
batch_0183	5107	'Exclusive: The Rags-To-Riches Tale Of How Jan Koum Built WhatsApp Into Facebook's New $19 Billion Baby' (2014), Forbes, 19 February 2014	https://www.azquotes.com/author/54100-Brian_Acton - traced to Parmy Olson's Forbes profile of WhatsApp (19 February 2014), where Acton discusses his dislike of advertising work
batch_0186	28524	Report to Greco (1965), 'The Son', ch. 4	https://libquotes.com/nikos-kazantzakis/quote/lbb8s9p - sourced quote page citing Report to Greco; Kazantzakis there quotes a Byzantine mystic he admired
batch_0186	28531	Zorba the Greek (1946), narrator's reflection	https://www.goodreads.com/en/book/show/53639.Zorba_the_Greek - the passage 'Everything in this world has a hidden meaning... they are all hieroglyphics' is from the novel
batch_0186	28799	I'm a Stranger Here Myself (1938), from the verse on remorse	https://www.goodreads.com/work/quotes/414354 - the line appears in the longer remorse poem collected in I'm a Stranger Here Myself
batch_0189	10871	Wives and Daughters (1866)	https://libquotes.com/elizabeth-gaskell/works/wives-and-daughters - line listed among Wives and Daughters text quotations
batch_0189	10874	Cranford (1853)	https://en.wikiquote.org/wiki/Credulity - Wikiquote Credulity page cites Gaskell; https://libquotes.com/elizabeth-gaskell/works/cranford lists it under Cranford
batch_0189	11420	The Ordeal of Change (1963), ch. 1 'Drastic Change'	https://libquotes.com/eric-hoffer/works/the-ordeal-of-change - listed under The Ordeal of Change; passage continues 'In the case of drastic change the uneasiness is deeper and more lasting'
batch_0189	13573	Outlandish Proverbs (1640), no. 473	https://quotepark.com/quotes/1829886 - numbering '473. Hope is the poor man's bread' from Herbert's Outlandish Proverbs
batch_0189	14168	Speech to his volunteers (1860)	https://quotefancy.com/quote/1200915 - text of the passage; recorded in Giuseppe Guerzoni, Garibaldi (1882), vol. 1, p. 331, a contemporary's record of the address
batch_0189	16997	Beyond Life (1919)	https://www.goodreads.com/quotes/621679 - cited to Cabell's Beyond Life (Cosimo reprint, p. 173)
batch_0189	18048	Off the Skelligs, p. 571	https://www.azquotes.com/author/7169-Jean_Ingelow - cited to Ingelow's novel Off the Skelligs, p. 571
batch_0189	18049	Off the Skelligs, p. 571	https://www.goodreads.com/quotes/551102 - cited to Ingelow's novel Off the Skelligs, p. 571
batch_0190	21543	The Revolt of the Masses (1930)	https://www.goodreads.com/work/quotes/3065822-la-rebeli-n-de-las-masas - passage located in the book's text; also listed on Britannica's Ortega quotations page.
batch_0194	19193	Shadow of the Almighty: The Life and Testament of Jim Elliot (1958), p. 47	https://www.goodreads.com/book/show/9551.Shadow_of_the_Almighty - the quote ('Wherever you are, be all there...') is placed at p. 47 of Shadow of the Almighty, the compilation of Elliot's journals and letters
